"name"	"namealt"	"name_ar"	"name_bn"	"name_de"	"name_en"	"name_es"	"name_fr"	"name_el"	"name_hi"	"name_hu"	"name_id"	"name_it"	"name_ja"	"name_ko"	"name_nl"	"name_pl"	"name_pt"	"name_ru"	"name_sv"	"name_tr"	"name_vi"	"name_zh"	"name_fa"	"name_he"	"name_uk"	"name_ur"	"name_zht"	"min_lat"	"min_lon"	"max_lat"	"max_lon"
"YUNGAS"	NA	"يونغاس"	"ইয়ুংগাস"	"Yunga"	"Yungas"	"Yungas"	"Yunga"	"ΓΙΟΥΝΓΚΑΣ"	"युंगास"	"YUNGAS"	"YUNGAS"	"Yungas"	"ユンガス"	"융가스"	"Yungas"	"YUNGAS"	"Yungas"	"Юнгас"	"Yungas"	"YUNGAS"	"RỪNG YUNGAS"	"永加云林"	"یونگاس"	"יונגאס"	"Юнга"	"یونگاس"	"永加云林"	-16.2441952453185	-68.9064835277288	-11.8521054015684	-63.2973526683538
"PANTANAL"	NA	"بانتانال"	"পানতানাল"	"Pantanal"	"Pantanal"	"Pantanal"	"Pantanal"	"ΠΑΝΤΑΝΑΛ"	"पैंटानल"	"Pantanal"	"PANTANAL"	"Pantanal"	"パンタナル"	"판타나우"	"Pantanal"	"Pantanal"	"Pantanal"	"Пантанал"	"Pantanal"	"Pantanal"	"Pantanal"	"潘塔納爾濕地"	"پانتانال"	"פנטנל"	"Пантанал"	"پینٹانال"	"潘塔納爾濕地"	-21.3921444640684	-60.6255997386662	-15.5852596984434	-54.8758438792913
"NORTH SIBERIAN LOWLAND"	NA	"منخفض سيبيريا الشمالي"	"নর্থ সাইবেরিয়ান লোল্যান্ড"	"Nordsibirisches Tiefland"	"North Siberian Lowland"	"TIERRAS BAJAS DEL NORTE DE SIBERIA"	"Plaine de Sibérie septentrionale"	"ΒΟΡΕΙΑ ΣΙΒΕΡΙΑΚΑ ΠΕΔΙΝΑ"	"उत्तर साइबेरियाई तराई"	"Észak-szibériai-alföld"	"DATARAN RENDAH SIBERIA UTARA"	"Bassopiano della Siberia settentrionale"	"北シベリア低地"	"노스 시베리안 로우랜드"	"Noord-Siberisch Laagland"	"Nizina Północnosyberyjska"	"Planície da Sibéria Setentrional"	"Северо-Сибирская низменность"	"Nordsibiriska låglandet"	"Kuzey Sibirya Ovası"	"VÙNG ĐẤT THẤP BẮC SIBERIA"	"北西伯利亞低地"	"پست بوم سیبری شمالی"	"שפלת סיביר הצפונית"	"Північно-Сибірська низовина"	"نارتھ سائبیرین لو لینڈ"	"北西伯利亞低地"	70.7924868835879	96.9300643238338	73.0340029968691	118.897349480084
"WESTERN SIBERIAN PLAIN"	NA	"سهل سيبيريا الغربية"	"পশ্চিম সাইবেরিয়ান সমভূমি"	"Westsibirisches Tiefland"	"West Siberian Plain"	"Llanura de Siberia Occidental"	"Plaine de Sibérie occidentale"	"Δυτική Σιβηρική Πεδιάδα"	"पश्चिमी साइबेरियाई मैदान"	"Nyugat-szibériai-alföld"	"DATARAN SIBERIA BARAT"	"Bassopiano della Siberia occidentale"	"西シベリア平原"	"서시베리아 평원"	"West-Siberisch Laagland"	"Nizina Zachodniosyberyjska"	"Planície da Sibéria Ocidental"	"Западно-Сибирская равнина"	"Västsibiriska slätten"	"Batı Sibirya Ovası"	"Đồng bằng Tây Sibir"	"西西伯利亚平原"	"دشت سیبری غربی"	"מישור הסיביר המערבי"	"Західно-Сибірська рівнина"	"ویسٹرن سائبیرین پلین"	"西西伯利亚平原"	55.5396182312441	65.0720320972712	69.8064639343691	93.7839461597712
"CASPIAN DEPRESSION"	NA	"منخفض بريكاسبيان"	"ক্যাস্পিয়ান ডিপ্রেশন"	"Kaspische Senke"	"Caspian Depression"	"Depresión cáspica"	"Dépression Caspienne"	"Δυτικό Καζακστάν"	"कैस्पियन अवसाद"	"Kaszpi-mélyföld"	"DEPRESI CASPIAN"	"Depressione caspica"	"カスピ海沿岸低地"	"카스피안 디프레션"	"Kaspische Laagte"	"Nizina Nadkaspijska"	"Depressão Caspiana"	"Прикаспийская низменность"	"Kaspiska sänkan"	"Hazar Çöküntüsü"	"VÙNG ĐẤT THẤP CASPIAN"	"裡海盆地"	"پستبوم خزر"	"השקע הכספי"	"Прикаспійська низовина"	"کیسپین ڈیپریشن"	"裡海盆地"	44.1010195984316	44.3587752613338	49.2341983093691	55.5428572925837
"SUDD"	NA	"بحر الجبل"	"সুড"	"Sudd"	"Sudd"	"Sudd"	"Marais du Sudd"	"ΣΟΥΝΤ"	"सुड"	"SUDD"	"SUDD"	"Sudd"	"スッド"	"수드"	"Sudd"	"Sudd"	"SUDD"	"Судд"	"Sudd"	"SUDD"	"Sudd"	"蘇德沼澤"	"سود"	"ביצת סוד"	"Судд"	"سد"	"蘇德沼澤"	4.82550690311912	27.8341170582088	9.98486969608786	33.6020613941462
"KNUD RASMUSSEN LAND"	NA	"أرض كنود راسموسن"	"নুদ রাসমুসেন ল্যান্ড"	"KNUD RASMUSSEN LAND"	"Knud Ramussen Land"	"KNUD RASMUSSEN LAND"	"Knud Rasmussen"	"ΚΝΟΥΝΤ ΡΑΣΜΟΥΣΕΝ ΛΑΝΤ"	"नुड रासमुसेन लैंड"	"KNUD RASMUSSEN-FÖLD"	"KNUD RASMUSSEN LAND"	"Terra Knud Rasmussen"	"クヌート・ラスムッセン・ランド"	"크누드 라스무센 랜드"	"Knud Rasmussen Land"	"ZIEMIA KNUDA RASMUSSENA"	"Terra de Knud Rasmusen"	"земля Кнуда Расмуссена"	"Knud Rasmussen Land"	"KNUD RASMUSSEN LAND"	"KNUD RASMUSSEN LAND"	"克努德拉斯穆森土地"	"سرزمین کناد راسموسن"	"ארץ קנוט ראסמוסן"	"ЗЕМЛЯ КНУДА РАСМУССЕНА"	"کنود راموسن لینڈ"	"克努德·拉斯穆森土地"	75.9687988281251	-72.7700781377392	83.2128970398378	-39.9312638011663
"Mesopotamia"	NA	"بلاد الرافدين"	"মেসোপটেমিয়া"	"Mesopotamien"	"Mesopotamia"	"Mesopotamia"	"Mésopotamie"	"Μεσοποταμία"	"मेसोपोटामिया"	"Mezopotámia"	"Mesopotamia"	"Mesopotamia"	"メソポタミア"	"메소포타미아"	"Mesopotamië"	"Mezopotamia"	"Mesopotâmia"	"Месопотамия"	"Mesopotamien"	"Mezopotamya"	"Lưỡng Hà"	"美索不达米亚"	"میانرودان"	"מסופוטמיה"	"Межиріччя"	"بین النہرین"	"美索不达米亚"	30.8828189148379	38.1367293628964	37.1101138367127	47.4555770191462
"SRI LANKA"	NA	"سيريلانكا"	"শ্রীলংকা"	"SRI LANKA"	"Sri Lanka"	"SRI LANKA"	"Sri Lanka"	"ΣΡΙ ΛΑΝΚΑ"	"श्रीलंका"	"SRI LANKA"	"SRI LANKA"	"Sri Lanka"	"セイロン島"	"스리랑카섬"	"Sri Lanka"	"Cejlon"	"Seri Lanca"	"Шри-Ланка"	"Sri Lanka"	"SRİ LANKA"	"SRI LANKA"	"斯里兰卡岛"	"سریلانکا"	"האי סרי לנקה"	"Шрі-Ланка"	"سری لنکا"	"斯里兰卡岛"	5.94936523437514	79.7078125	9.81269531250013	81.8769531250001
"TASMANIA"	NA	"تسمانيا"	"তাসমানিয়া"	"TASMANIEN"	"Mainland Tasmania"	"TASMANIA"	"île de Tasmanie"	"ΤΑΣΜΑΝΙΑ"	"तस्मानिया"	"TAZMÁNIA"	"TASMANIA"	"Tasmania"	"タスマニア島"	"태즈메이니아섬"	"Île de Tasmanie"	"Tasmania"	"Tasmânia"	"Тасмания"	"Tasmania"	"TAZMANYA"	"TASMANIA"	"塔斯马尼亚岛"	"تاسمانی"	"האי טזמניה"	"ТАСМАНІЯ"	"تسمانیہ"	"塔斯馬尼亞島"	-43.6193359375	144.64609375	-40.672265625	148.342578125
"NEW GUINEA"	NA	"غينيا الجديدة"	"নিউ গিনি"	"Neuguinea"	"New Guinea"	"Nueva Guinea"	"Nouvelle-Guinée"	"Νέα Γουινέα"	"नया गिनी"	"Új-Guinea"	"Papua"	"Nuova Guinea"	"ニューギニア島"	"뉴기니섬"	"Nieuw-Guinea"	"Nowa Gwinea"	"Nova Guiné"	"Новая Гвинея"	"Nya Guinea"	"Yeni Gine"	"New Guinea"	"新幾內亞"	"گینه نو"	"גינאה החדשה"	"Нова Гвінея"	"نیو گنی"	"新幾內亞"	-10.6548828125	130.9958984375	-0.349571291568823	150.84951171875
"BORNEO"	NA	"بورنيو"	"বোর্নিও"	"Borneo"	"Borneo"	"Isla de Borneo"	"Bornéo"	"Βόρνεο"	"बोर्नियो"	"Borneó"	"Kalimantan"	"Borneo"	"ボルネオ島"	"보르네오섬"	"Borneo"	"Borneo"	"Bornéu"	"Калимантан"	"Borneo"	"Borneo"	"Borneo"	"婆罗洲"	"بورنئو"	"בורנאו"	"Калімантан"	"بورنیو"	"婆罗洲"	-4.16972656249993	108.905859375	6.99023437500011	119.26630859375
"SUMATRA"	NA	"سومطرة"	"সুমাত্রা"	"Sumatra"	"Sumatra"	"Sumatra"	"Sumatra"	"Σουμάτρα"	"सुमात्रा"	"Szumátra"	"Sumatra"	"Sumatra"	"スマトラ島"	"수마트라섬"	"Sumatra"	"Sumatra"	"Sumatra"	"Суматра"	"Sumatra"	"Sumatra"	"Sumatra"	"蘇門答臘"	"سوماترا"	"סומטרה"	"Суматра"	"سماٹرا"	"蘇門答臘"	-5.90791015625001	95.2083310597517	5.62880859375002	106.0583984375
"HONSHÜ"	NA	"هونشو"	"হোনশু"	"Honshū"	"Honshu"	"Honshū"	"Honshū"	"Χονσού"	"होन्शू"	"Honsú"	"Honshū"	"Honshū"	"本州"	"혼슈"	"Honshu"	"Honsiu"	"Honshu"	"Хонсю"	"Honshu"	"Honshū"	"Đảo Honshu"	"本州"	"هونشو"	"הונשו"	"Хонсю"	"ہونشو"	"本州"	33.486962890625	130.889445468567	41.5055664062501	141.9931640625
"IRELAND"	NA	"جزيرة أيرلندا"	"আয়ারল্যান্ড"	"Irland"	"Ireland"	"Irlanda"	"Irlande"	"Ιρλανδία"	"आयरलैण्ड"	"Ír-sziget"	"Pulau Irlandia"	"Irlanda"	"アイルランド島"	"아일랜드섬"	"Ierland"	"Irlandia"	"Irlanda"	"Ирландия"	"Irland"	"İrlanda"	"đảo Ireland"	"爱尔兰岛"	"جزیره ایرلند"	"אירלנד"	"Ірландія"	"جزیرہ آئرلینڈ"	"爱尔兰岛"	51.47373046875	-10.390234375	55.3658203125001	-5.47041015624995
"GREAT BRITAIN"	NA	"بريطانيا العظمى"	"গ্রেট ব্রিটেন"	"Großbritannien"	"Great Britain"	"Gran Bretaña"	"Grande-Bretagne"	"Μεγάλη Βρετανία"	"ग्रेट ब्रिटेन"	"Brit-sziget"	"Britania Raya"	"Gran Bretagna"	"グレートブリテン島"	"그레이트브리튼섬"	"Groot-Brittannië"	"Wielka Brytania"	"Grã-Bretanha"	"Великобритания"	"Storbritannien"	"Büyük Britanya"	"Đảo Anh"	"大不列顛島"	"بریتانیای کبیر"	"בריטניה הגדולה"	"Велика Британія"	"برطانیہ عظمی"	"大不列顛島"	50.02138671875	-6.13369140625002	58.65	1.74658203125011
"ICELAND"	NA	"أيسلندا"	"আইসল্যান্ড"	"Island"	"Iceland"	"ISLANDIA"	"Islande"	"ΙΣΛΑΝΔΙΑ"	"आइसलैंड"	"IZLAND"	"ISLANDIA"	"Islanda"	"アイスランド"	"아이슬란드섬"	"Islandia"	"Islandia"	"Islândia"	"Исландия"	"Island"	"İZLANDA"	"ICELAND"	"冰岛"	"ایسلند"	"איסלנד"	"ІСЛАНДІЯ"	"آئسلینڈ"	"冰島"	63.4066894531251	-24.4756835937499	66.52607421875	-13.556103515625
"TAYMYR PENINSULA"	NA	"تايميار"	"তৈমির পেনিনসুলা"	"Taimyrhalbinsel"	"Taymyr Peninsula"	"Península de Taimyr"	"péninsule de Taïmyr"	"ΧΕΡΣΟΝΗΣΟΣ Ταϊμίρ"	"तैमिर प्रायद्वीप"	"Tajmir-félsziget"	"Semenanjung Taymyr"	"penisola del Tajmyr"	"タイミル半島"	"타이미르반도"	"Tajmyr-schiereiland"	"Tajmyr"	"Península de Taimir"	"Таймыр"	"Tajmyrhalvön"	"Taymır Yarımadası"	"Bán đảo Taymyr"	"泰梅爾半島"	"شبهجزیره تایمیر"	"חצי האי טיימיר"	"Таймир"	"تیمیر پیننزولا"	"泰梅爾半島"	73.1436221374941	98.8072916025614	77.7080795543475	113.87099609375
"YAMAL PENINSULA"	NA	"شبه جزيرة يامال"	"ইয়ামাল পেনিনসুলা"	"Jamal-Halbinsel"	"Yamal Peninsula"	"Península de Yamal"	"Yamal"	"Χερσόνησος Γιαμάλ"	"यमल प्रायद्वीप"	"Jamal-félsziget"	"SEMENANJUNG YAMAL"	"Penisola Jamal"	"ヤマル半島"	"야말반도"	"Jamal-schiereiland"	"Jamał"	"Península de Iamal"	"Ямал"	"Jamal"	"Yamal Yarımadası"	"Bán đảo Yamal"	"亚马尔半岛"	"شبهجزیره یامال"	"חצי האי ימאל"	"Ямал"	"یامال پیننزولا"	"亚马尔半岛"	66.5440737976504	66.6472692010666	72.98193359375	73.5916992187501
"KAMCHATKA PENINSULA"	NA	"شبه جزيرة كامشاتكا"	"কামচাতকা উপদ্বীপ"	"Kamtschatka"	"Kamchatka Peninsula"	"península de Kamchatka"	"Kamtchatka"	"Χερσόνησος Καμτσάτκα"	"कमचातका प्रायद्वीप"	"Kamcsatka"	"Semenanjung Kamchatka"	"Kamčatka"	"カムチャツカ半島"	"캄차카반도"	"Kamtsjatka"	"Kamczatka"	"Península de Kamchatka"	"Камчатка"	"Kamtjatka"	"Kamçatka Yarımadası"	"Bán đảo Kamchatka"	"堪察加半島"	"شبهجزیره کامچاتکا"	"קמצ'טקה"	"Камчатський півострів"	"جزیرہ نما کامچاٹکا"	"堪察加半島"	50.9784569012186	155.59561488808	62.5579898132754	166.308116081646
"MALAY PENINSULA"	NA	"شبه جزيرة ملايو"	"মালয় উপদ্বীপ"	"Malaiische Halbinsel"	"Malay Peninsula"	"península de Malaca"	"péninsule Malaise"	"Μαλαϊκή χερσόνησος"	"मलय प्रायद्वीप"	"Maláj-félsziget"	"Semenanjung Malaka"	"penisola malese"	"マレー半島"	"말레이반도"	"Malakka"	"Półwysep Malajski"	"Península da Malásia"	"Малакка"	"Malackahalvön"	"Malay Yarımadası"	"Bán đảo Mã Lai"	"马来半岛"	"شبهجزیره مالایا"	"חצי האי המלאי"	"Малакка"	"مالے جزیرہ نما"	"马来半岛"	1.26538085937494	98.226953125	9.314208984375	104.2884765625
"GREAT BASIN"	NA	"الحوض العظيم"	"গ্রেট বেসিন"	"Großes Becken"	"Great Basin"	"Gran Cuenca"	"Grand Bassin des États-Unis"	"ΜΕΓΑΛΟ ΛΕΚΑΝΟΠΕΔΙΟ"	"ग्रेट बेसिन"	"Nagy-medence"	"Great Basin"	"Gran Bacino"	"グレートベースン"	"그레이트베이슨"	"grote Bekken"	"Wielka Kotlina"	"Grande Bacia"	"Большой Бассейн"	"Great Basin"	"Büyük Havza"	"Đại Bồn địa Hoa Kỳ"	"大盆地"	"گریت بیسین"	"האגן הגדול"	"Великий Басейн"	"گریٹ بیسن"	"大盆地"	33.8052432312441	-121.76567542226	44.242987371869	-111.821949836322
"GREAT ARTESIAN BASIN"	NA	"الحوض الارتوازي الكبير"	"গ্রেট আর্তেসিয়ান বেসিন"	"Großes Artesisches Becken"	"Great Artesian Basin"	"Gran Cuenca Artesiana"	"Grand bassin artésien"	"ΜΕΓΑΛΟ ΑΡΤΕΣΙΑΝΟ ΛΕΚΑΝΟΠΕΔΙΟ"	"ग्रेट आर्टेशियन बेसिन"	"NAGY ARTÉZI MEDENCE"	"GREAT ARTESIAN BASIN"	"Grande Bacino Artesiano"	"グレートアーテジアン盆地"	"대찬정 분지"	"Groot Artesisch Bekken"	"Wielki Basen Artezyjski"	"Grande Bacia Artesiana"	"Большой Артезианский бассейн"	"Great Artesian Basin"	"BÜYÜK ARTEZYEN HAVZASI"	"BỒN ĐỊA GREAT ARTESIAN BASIN"	"大自流盆地"	"حوضه آرتزین بزرگ"	"האגן הארטזי הגדול"	"Великий артезіанський басейн"	"گریٹ آرٹیسین بیسن"	"大自流盆地"	-31.2070858703184	135.762217644146	-20.6511776671934	148.205577019146
"ETHIOPIAN HIGHLANDS"	NA	"مرتفعات إثيوبيا"	"ইথিওপিয়ান হাইল্যান্ডস"	"Hochland von Abessinien"	"Ethiopian Highlands"	"Macizo etíope"	"Plateaux d'Éthiopie"	"Αιθιοπικό υψίπεδο"	"अबीसीनिया का पठार"	"Etióp-magasföld"	"Dataran Tinggi Ethiopia"	"Acrocoro Etiopico"	"エチオピア高原"	"에티오피아고원"	"Ethiopisch Hoogland"	"Wyżyna Abisyńska"	"Planalto da Etiópia"	"Эфиопское нагорье"	"Ethiopian Highlands"	"Etiyopya Yükseltileri"	"Cao nguyên Ethiopia"	"衣索比亞高原"	"بلندیهای اتیوپی"	"הרמה האתיופית"	"Ефіопське нагір'я"	"ایتھوپیائی کوہستانی خطہ"	"衣索比亞高原"	4.10230133671284	33.9502059253962	18.0325991882753	43.3827010425838
"ZAGROS MOUNTAINS"	NA	"زاغروس"	"জগ্রোস পর্বতমালা"	"Zāgros-Gebirge"	"Zagros Mountains"	"Zagros"	"Zagros"	"Όρη Ζάγκρος"	"ज़ाग्रोस पर्वत"	"Zagrosz"	"Zagros"	"Monti Zagros"	"ザグロス山脈"	"자그로스산맥"	"Zagrosgebergte"	"Zagros"	"Cordilheira de Zagros"	"Загрос"	"Zagros"	"Zagros Dağları"	"Dãy núi Zagros"	"札格羅斯山脈"	"زاگرس"	"הרי זגרוס"	"Загрос"	"سلسلہ کوہ زاگرس"	"札格羅斯山脈"	26.7679507507753	46.1189070972712	35.9227969421816	56.5401717457087
"ALTAY MOUNTAINS"	NA	"جبال ألتاي"	"আলতাই পর্বতমালা"	"Altai"	"Altai Mountains"	"macizo de Altái"	"Altaï"	"Αλτάι"	"अल्ताई पर्वत शृंखला"	"Altaj"	"Pegunungan Altai"	"Monti Altaj"	"アルタイ山脈"	"알타이산맥"	"Altaj"	"Ałtaj"	"Montanhas Altai"	"Алтайские горы"	"Altaj"	"Altay Dağları"	"Dãy núi Altay"	"阿尔泰山脉"	"کوههای آلتای"	"הרי אלטאי"	"Алтай"	"آلٹے پہاڑ"	"阿尔泰山脉"	43.2487857117128	81.9256697925837	52.3048770203065	100.790537956646
"GREATER KHINGAN RANGE"	NA	"سلسلة جبال خينجان الكبرى"	"গ্রেটার খিংগান রেঞ্জ"	"Großes Hinggan-Gebirge"	"Greater Khingan"	"Gran Khingan"	"Grand Khingan"	"Μεγάλο Κινγκάν"	"ग्रेटर खिंगन रेंज"	"NAGY-KHINGAN-HEGYSÉG"	"PEGUNUNGAN GREATER KHINGAN"	"monti Da Hinggan"	"大興安嶺山脈"	"대흥안령산맥"	"Grote Sjingan"	"Wielki Chingan"	"Grande Khingan"	"Большой Хинган"	"Stora Hinggan"	"Büyük Hingan"	"Đại Hưng An"	"大兴安岭"	"خینگان بزرگ"	"הרי החינגן הגדולים"	"Великий Хінган"	"گریٹر کھنگان رینج"	"大兴安岭"	43.162665106244	117.382823112896	53.5208804382754	125.159190300396
"STANOVOY RANGE"	NA	"سلسلة جبال ستانوفوي"	"স্ট্যানোভয় রেঞ্জ"	"Stanowoigebirge"	"Stanovoy Range"	"Montes Stanovoi"	"Monts Stanovoï"	"ΟΡΟΣΕΙΡΑ ΣΤΑΝΟΒΟΙ"	"स्टैनोवॉय रेंज"	"Sztanovoj-hegylánc"	"PEGUNUNGAN STANOVOY"	"Monti Stanovoj"	"スタノヴォイ山脈"	"스타노보이산맥"	"Stanovojgebergte"	"Pasmo Stanowe"	"Cordilheira Stanovoy"	"Становой хребет"	"Stanovojbergen"	"Stanovoy Sıradağları"	"Dãy núi Stanovoy"	"外兴安岭"	"رشتهکوه استانووی"	"רכס סטנובוי"	"Становий хребет"	"اسٹینووائے رینج"	"外兴安岭"	54.3144595398378	123.101817253521	57.3952700867129	138.134043816021
"CHAÎNE ANNAMITIQUE"	NA	"جبال أناميتي"	"চেইন আন্নামিতিকে"	"Truong-Son-Gebirge"	"Annamite Range"	"Cordillera Annamita"	"Chaîne Annamitique"	"ΣΕΝ ΑΝΑΜΙΤΙΚ"	"चेन अन्नामिटिक"	"CHAÎNE ANNAMITIQUE"	"CHAÎNE ANNAMITIQUE"	"Catena Annamita"	"アンナン山脈"	"체인 아나미틱"	"Annamitisch gebergte"	"Góry Annamskie"	"Montanhas Anamitas"	"Анна́мские горы"	"Annamitiska bergskedjan"	"CHAÎNE ANNAMITIQUE"	"DÃY CHAÎNE ANNAMITIQUE"	"安南山脉"	"شین آنامتیکوئر"	"השרשרת האנאמיטית"	"АННАМСЬКІ ГОРИ"	"چینے انامیٹق"	"安南山脈"	10.7433535828066	102.483409050396	21.7159487976504	109.327621055671
"Siwalik Hills"	NA	"تلال سيواليك"	"সিওয়ালিক হিলস"	"Siwaliks"	"Siwalik Hills"	"Cordillera Siwalik"	"Chaîne des Siwaliks"	"Λόφοι Σίγουαλικ"	"शिवालिक पहाड़ियां"	"Siwalik-hegység"	"Siwalik Hills"	"Shivalik"	"シワリク丘陵"	"시왈릭 힐스"	"Siwaliks"	"Siwalik"	"Sivalik"	"горы Си́ва́лик"	"Siwalik Hills"	"Siwalik Tepeleri"	"Dãy Siwalik"	"西瓦利克山脉"	"تپه های سیوالیک"	"גבעות סיווליק"	"пагорби Сівалік"	"سیوالیک ہلز"	"夕瓦利克山"	26.3654238953066	79.0615340503963	29.9637515320253	87.7056990894587
"PAMIRS"	NA	"جبال بامير"	"পামিরস"	"Pamir"	"Pamir mountains"	"Cordillera del Pamir"	"Pamir"	"Παμίρ"	"पामीर पर्वतमाला"	"Pamír"	"Pegunungan Pamir"	"Pamir"	"パミール高原"	"파미르고원"	"Pamir"	"Pamir"	"Pamir"	"Памир"	"Pamir"	"Pamir Dağları"	"Dãy núi Pamir"	"帕米爾高原"	"پامیر"	"הרי פמיר"	"Памір"	"سلسلہ کوہ پامیر"	"帕米爾高原"	37.0831362976504	71.2048445972712	39.5599429382754	77.0322371753962
"HINDU KUSH"	NA	"هندوكوش"	"হিন্দুকুশ পর্বতমালা"	"Hindukusch"	"Hindu Kush"	"Hindú Kush"	"Hindou Kouch"	"Χίντου Κους"	"हिन्दु कुश"	"Hindukus"	"Hindu Kush"	"Hindu Kush"	"ヒンドゥークシュ山脈"	"힌두쿠시산맥"	"Hindoekoesj"	"Hindukusz"	"Hindu Kush"	"Гиндукуш"	"Hindukush"	"Hindukuş Dağları"	"Hindu Kush"	"興都庫什山脈"	"هندوکش"	"הינדו-כוש"	"Гіндукуш"	"سلسلہ کوہ ہندوکش"	"興都庫什山脈"	34.0824038757754	66.6735945972713	37.5231387390566	75.7165633472712
"KARAKORAM RA."	NA	"قراقرم"	"কারাকোরাম"	"Karakorum"	"Karakoram"	"Cordillera del Karakórum"	"Karakoram"	"Καρακορούμ"	"काराकोरम"	"Karakorum"	"Karakoram"	"Karakorum"	"カラコルム山脈"	"카라코람산맥"	"Karakoram"	"Karakorum"	"Caracórum"	"Каракорум"	"Karakoram"	"Karakurum Dağları"	"Karakoram"	"喀喇昆仑山脉"	"قراقروم"	"קארקוראם"	"Каракорум"	"سلسلہ کوہ قراقرم"	"喀喇昆仑山脉"	33.3356997742129	74.9196883472712	37.9135195984316	79.8559676441463
